clean_prefix,corrupt_prefix,patient,clean_verb,corrupt_verb,uid,domain
The survivor was rescued by the,The survivor was struck by the,survivor,rescued,struck,547fb6be08cd48a2a96933bf1dc5f670,Humans as Physical Entities
The cyclist was protected by the,The cyclist was trapped by the,cyclist,protected,trapped,137bff933040417b9d4ad0ac4c9f26dc,Humans as Physical Entities
The uniform was packed by the,The uniform was shredded by the,uniform,packed,shredded,b584c4f5b4014ebf80c3c4dc8cdf7085,Textile Garment Frame
The factory was secured by the,The factory was blocked by the,factory,secured,blocked,0028482d4cf349c9b7eca67ab023fd6e,Physical Structures
The patient was examined by the,The patient was crushed by the,patient,examined,crushed,b32aaaa8af73497a9de07e4b9c936ea3,Humans as Physical Entities
The stadium was planned by the,The stadium was shaken by the,stadium,planned,shaken,42d9066025544e5c8ceae1e6bf1353e5,Physical Structures
The child was identified by the,The child was burned by the,child,identified,burned,91c3eed6e23a4f33be104e923984c261,Humans as Physical Entities
The video was downloaded by the,The video was distorted by the,video,downloaded,distorted,1b22fd5f0d684dd6bff73b01bac4b632,Information Resources
The license was reviewed by the,The license was shredded by the,license,reviewed,shredded,d81e9a84e6124ae18bb542d72d0e0795,Legal Administrative Frame
The program was indexed by the,The program was deleted by the,program,indexed,deleted,e4a2ea29be664620b0a841e9565ad308,Information Resources
The dataset was published by the,The dataset was obscured by the,dataset,published,obscured,dea92dac1cdb48de9f4c1a097bcce9ef,Academic Scientific Frame
The sock was washed by the,The sock was torn by the,sock,washed,torn,f72303c56c9340278ba32414fab232a9,Textile Garment Frame
The appeal was amended by the,The appeal was corrupted by the,appeal,amended,corrupted,a5408a2c2ec74fef8ed7536c91b307eb,Legal Administrative Frame
The fund was monitored by the,The fund was reduced by the,fund,monitored,reduced,df75c66d2b874d658b563ae361701050,Financial Economic Frame
The dataset was uploaded by the,The dataset was encrypted by the,dataset,uploaded,encrypted,a95c6dcfee0140abb050c8b39ebc0b8a,Information Resources
The dividend was approved by the,The dividend was disrupted by the,dividend,approved,disrupted,ce8c9a01751d4f47908c5e25da60bb87,Financial Economic Frame
The treasury was allocated by the,The treasury was reduced by the,treasury,allocated,reduced,befb6ecdce5a4943a317a276a4436005,Financial Economic Frame
The policy was drafted by the,The policy was shredded by the,policy,drafted,shredded,244645f5fcca4e72b1c08234af97fa59,Legal Administrative Frame
The warehouse was designed by the,The warehouse was blocked by the,warehouse,designed,blocked,8f8f8ca3a0f74624a9f79fc4c1e47abd,Physical Structures
The contract was signed by the,The contract was delayed by the,contract,signed,delayed,45d6473383864bae961808d6c614ed06,Legal Administrative Frame
The petition was approved by the,The petition was shredded by the,petition,approved,shredded,09b8b0ff1cd94031826c4998c7893b61,Legal Administrative Frame
The train was painted by the,The train was damaged by the,train,painted,damaged,586cf86e8c60479fb798cad528e9d46d,Vehicles and Conveyances
The filing was filed by the,The filing was burned by the,filing,filed,burned,e627e39486684f48b3dab136da80e596,Legal Administrative Frame
The surplus was approved by the,The surplus was drained by the,surplus,approved,drained,f722035fd4c34be4b513229461a04eb5,Financial Economic Frame
The transcript was downloaded by the,The transcript was distorted by the,transcript,downloaded,distorted,385a0e34088e433993bb7ccb3c59c262,Information Resources
The child was interviewed by the,The child was trapped by the,child,interviewed,trapped,5b89ba7aed55435f9bac1bd09f6f2f9e,Humans as Physical Entities
The manuscript was discussed by the,The manuscript was scrambled by the,manuscript,discussed,scrambled,b5cb4eee398c4f00855708d0d5b5e52c,Academic Scientific Frame
The backup was downloaded by the,The backup was compressed by the,backup,downloaded,compressed,dd55ecdaff404e8596fdf1ce56d3e5da,Information Resources
The audio was downloaded by the,The audio was deleted by the,audio,downloaded,deleted,5cc1a1206fb84dd38ca762e2f86295d4,Information Resources
The bamboo was cultivated by the,The bamboo was flattened by the,bamboo,cultivated,flattened,987e6a2c2fe34ebaa7f329206ede963d,Biological Organisms
The truck was loaded by the,The truck was destroyed by the,truck,loaded,destroyed,6c758c8a319044d0b76ef2593cd3aa77,Vehicles and Conveyances
The summary was validated by the,The summary was erased by the,summary,validated,erased,5b4c84c3b83d4c4d9b7b8cc303a2c67f,Academic Scientific Frame
The spreadsheet was uploaded by the,The spreadsheet was scrambled by the,spreadsheet,uploaded,scrambled,30b2112fcf6a4f04a735113c11a028bf,Information Resources
The reserve was managed by the,The reserve was depleted by the,reserve,managed,depleted,c4da005d13474251b2b8ead0c06d31ce,Financial Economic Frame
The victim was treated by the,The victim was struck by the,victim,treated,struck,49c505faf8f64631ad5b135484f6988d,Humans as Physical Entities
The profit was adjusted by the,The profit was depleted by the,profit,adjusted,depleted,9a37974c01e743b894c61ef0e1f5abce,Financial Economic Frame
The allowance was reviewed by the,The allowance was inflated by the,allowance,reviewed,inflated,161afc828c6c483494b3e97b9f51daa2,Financial Economic Frame
The graph was archived by the,The graph was degraded by the,graph,archived,degraded,a33294b1bde34cb9bbbcc7ab619da5e1,Academic Scientific Frame
The trailer was driven by the,The trailer was buried by the,trailer,driven,buried,9f81bd363c3741a8bbeec96fd95cc418,Vehicles and Conveyances
The dam was repaired by the,The dam was flooded by the,dam,repaired,flooded,b0a35829ceb04da096bc447dd0972142,Physical Structures
The worker was arrested by the,The worker was struck by the,worker,arrested,struck,6a65fef7c89344d28d1de4900feb688d,Humans as Physical Entities
The helicopter was repaired by the,The helicopter was stranded by the,helicopter,repaired,stranded,6bfa9870d03c4ee798a96b3e2bcc5a2e,Vehicles and Conveyances
The ship was inspected by the,The ship was buried by the,ship,inspected,buried,d8d7670056ac4f04813db0c6e7812840,Vehicles and Conveyances
The neighbor was identified by the,The neighbor was blinded by the,neighbor,identified,blinded,cb671f673d21460aa53a1cb1a3684d14,Humans as Physical Entities
The garage was surveyed by the,The garage was battered by the,garage,surveyed,battered,1ce2351746584ada89748d0febffcae6,Physical Structures
The tram was loaded by the,The tram was shaken by the,tram,loaded,shaken,67f0e275dcfb417eb694fa096266201d,Vehicles and Conveyances
The treasury was protected by the,The treasury was inflated by the,treasury,protected,inflated,dcd00b78bc3f491399e02ecd3ccddd40,Financial Economic Frame
The submarine was painted by the,The submarine was stranded by the,submarine,painted,stranded,caeb11dd78474d20ac6df0bafffef5ae,Vehicles and Conveyances
The trailer was parked by the,The trailer was blocked by the,trailer,parked,blocked,5b899551eb7d4236adaae1d8b318f403,Vehicles and Conveyances
The curry was chilled by the,The curry was contaminated by the,curry,chilled,contaminated,1e04db522418431ca67129ce1ffa7f0a,Culinary Frame
The library was planned by the,The library was shaken by the,library,planned,shaken,872e1124fdbe4b04b958313be2a32687,Physical Structures
The ship was driven by the,The ship was blocked by the,ship,driven,blocked,5e01b7251b0b4114a4a7f1fe969472a4,Vehicles and Conveyances
The draft was archived by the,The draft was obscured by the,draft,archived,obscured,722a757d45b048e495f7c77a07861d92,Academic Scientific Frame
The car was purchased by the,The car was destroyed by the,car,purchased,destroyed,ae313001ba8f400d936dd41b11ec5a9e,Vehicles and Conveyances
The tree was protected by the,The tree was infected by the,tree,protected,infected,54ccfc19decf41a09e97250c0bbc5fae,Biological Organisms
The subsidy was protected by the,The subsidy was distorted by the,subsidy,protected,distorted,e2bb0fa641624a9ea2dc432c3d72d900,Financial Economic Frame
The ship was repaired by the,The ship was blocked by the,ship,repaired,blocked,5f66e5bb22b04b24b1a06a5f28ddbde9,Vehicles and Conveyances
The library was renovated by the,The library was flooded by the,library,renovated,flooded,88f213400dd34f70b5d1a2f9f6bfd543,Physical Structures
The towel was washed by the,The towel was torn by the,towel,washed,torn,b74e39bb22c74bbbb171a6560ecf7bc4,Textile Garment Frame
The database was downloaded by the,The database was compressed by the,database,downloaded,compressed,10ec17a6f9c642a2a9441ba7cb1bddff,Information Resources
The subpoena was amended by the,The subpoena was delayed by the,subpoena,amended,delayed,e1a557ec2c864212b0e61ab1322a20ba,Legal Administrative Frame
The survey was analyzed by the,The survey was distorted by the,survey,analyzed,distorted,ba1a065fb1d7424e85ba7d95ac649759,Academic Scientific Frame
The factory was surveyed by the,The factory was battered by the,factory,surveyed,battered,3415c8c53bfd4170bf5ad3e0dbefc1a9,Physical Structures
The lease was reviewed by the,The lease was delayed by the,lease,reviewed,delayed,af00bfa1e98d4828b1e13d99f468d322,Legal Administrative Frame
The survivor was arrested by the,The survivor was burned by the,survivor,arrested,burned,b301cb5a619942eda5920a2c11c6b4fa,Humans as Physical Entities
The grant was valued by the,The grant was depleted by the,grant,valued,depleted,a189d836aa934b64ac9a2a9c5271990f,Financial Economic Frame
The scarf was packed by the,The scarf was soaked by the,scarf,packed,soaked,dde412ed7dc249d0bcfcfe39b3330b0e,Textile Garment Frame
The survivor was protected by the,The survivor was swept by the,survivor,protected,swept,05ad2ebbdd81440e907319ef3b12ccd9,Humans as Physical Entities
The model was edited by the,The model was scrambled by the,model,edited,scrambled,37834906df8e47209c91904fcd2ec017,Information Resources
The investment was approved by the,The investment was distorted by the,investment,approved,distorted,266c4d48486e4290877933eb68b06e22,Financial Economic Frame
The abstract was archived by the,The abstract was delayed by the,abstract,archived,delayed,481c220c86744494bf3c064c944a1af7,Academic Scientific Frame
The pedestrian was assisted by the,The pedestrian was burned by the,pedestrian,assisted,burned,f0466540d94445bba5e654e2834cd56e,Humans as Physical Entities
The appendix was discussed by the,The appendix was distorted by the,appendix,discussed,distorted,5059e6bc9d894f44b140a42a97bc41e2,Academic Scientific Frame
The tunnel was surveyed by the,The tunnel was blocked by the,tunnel,surveyed,blocked,361f9fe3d546432b8ce6125525032b5e,Physical Structures
The soldier was protected by the,The soldier was struck by the,soldier,protected,struck,9b37745decd74c29903db446384d9d3a,Humans as Physical Entities
The motorcycle was driven by the,The motorcycle was stranded by the,motorcycle,driven,stranded,38684f0525774b129bf018ec4bcd3454,Vehicles and Conveyances
The claim was drafted by the,The claim was buried by the,claim,drafted,buried,ff1dbc7eb4b0475399b3e15933a4daa9,Legal Administrative Frame
The protocol was validated by the,The protocol was erased by the,protocol,validated,erased,c19bab8336f74f4eb01c1f8f808d1572,Academic Scientific Frame
The broth was prepared by the,The broth was contaminated by the,broth,prepared,contaminated,3665ad6402fc4eeea3085dba3d1d46b4,Culinary Frame
The tram was painted by the,The tram was destroyed by the,tram,painted,destroyed,9f258de7737340778111cb94a7accfa9,Vehicles and Conveyances
The gravy was served by the,The gravy was spoiled by the,gravy,served,spoiled,e104c210ed8140e6b36b57b7b4683ad9,Culinary Frame
The house was designed by the,The house was battered by the,house,designed,battered,16ecb621310a4362a17cbd9d49ab4068,Physical Structures
The tram was loaded by the,The tram was buried by the,tram,loaded,buried,e474c1be03ad4224b3fbf8a5ea623356,Vehicles and Conveyances
The document was verified by the,The document was encrypted by the,document,verified,encrypted,5e13d12fd29646b4a39338812a6f1d10,Information Resources
The monument was maintained by the,The monument was battered by the,monument,maintained,battered,d7d7daea47684f22870641304e1974ca,Physical Structures
The rose was inspected by the,The rose was frozen by the,rose,inspected,frozen,df8a4837c9d5403f8009391fa27f95f6,Biological Organisms
The summons was amended by the,The summons was lost by the,summons,amended,lost,141a5a0d567048f1a4f86d81a7778eaf,Legal Administrative Frame
The appendix was cited by the,The appendix was damaged by the,appendix,cited,damaged,1701266293d242a0a0d2e09eae654dbf,Academic Scientific Frame
The stadium was surveyed by the,The stadium was flooded by the,stadium,surveyed,flooded,3e27503534834b98a44c5c83268d28be,Physical Structures
The thesis was analyzed by the,The thesis was scrambled by the,thesis,analyzed,scrambled,c5fc45d48f4f4461ad614d9ca6e61a42,Academic Scientific Frame
The submarine was driven by the,The submarine was destroyed by the,submarine,driven,destroyed,7022dd9194a547cc962f6a71d6acce72,Vehicles and Conveyances
